carat,cut,color,depth,price,x,y,z
2.18,Ideal,J,60.3,16427,8.41,8.45,5.08
2.18,Ideal,J,62.2,16427,8.32,8.36,5.19
2.18,Ideal,I,61.2,15646,8.39,8.51,5.17
2.18,Ideal,I,62.0,13769,8.35,8.24,5.14
2.17,Ideal,I,60.7,17747,8.38,8.42,5.1
2.17,Ideal,I,62.1,16716,8.26,8.32,5.15
2.17,Ideal,I,60.4,17224,8.36,8.43,5.07
2.17,Ideal,I,60.4,17381,8.43,8.36,5.07
2.17,Ideal,H,62.0,17805,8.25,8.29,5.13
2.16,Ideal,F,61.0,9036,8.4,8.32,5.1
2.16,Ideal,I,62.0,18029,8.28,8.3,5.14
2.16,Ideal,G,62.5,18001,8.23,8.27,5.16
2.16,Ideal,J,61.4,18462,8.34,8.27,5.1
2.16,Ideal,I,61.9,15124,8.29,8.33,5.14
2.16,Ideal,I,62.7,18342,8.28,8.2,5.17
2.16,Ideal,E,61.4,17263,8.36,8.33,5.12
2.16,Ideal,H,62.2,8709,8.31,8.26,5.15
2.16,Ideal,J,63.0,14691,8.2,8.24,5.18
2.16,Ideal,J,61.4,15714,8.27,8.33,5.1
2.16,Ideal,H,61.9,17820,8.3,8.38,5.16
2.15,Ideal,H,61.8,17219,8.3,8.24,5.11
2.15,Ideal,H,60.3,16146,8.34,8.41,5.05
2.15,Ideal,J,60.9,15613,8.35,8.39,5.1
2.15,Ideal,G,62.6,18791,8.29,8.35,5.21
2.15,Ideal,H,61.8,17063,8.24,8.3,5.11
2.15,Ideal,I,60.9,13006,8.38,8.33,5.09
2.15,Ideal,H,61.5,18470,8.17,8.29,5.06
2.15,Ideal,I,61.7,14388,8.24,8.43,5.14
2.15,Ideal,I,62.5,14534,8.2,8.16,5.11
2.15,Ideal,I,61.7,14519,8.43,8.24,5.14
2.14,Ideal,I,62.2,13844,8.22,8.19,5.1
2.14,Ideal,I,60.7,14138,8.34,8.4,5.08
2.14,Ideal,H,63.0,12720,8.25,8.23,5.19
2.14,Ideal,I,61.9,14452,8.26,8.22,5.1
2.14,Ideal,I,62.1,17213,8.21,8.26,5.11
2.14,Ideal,I,61.9,14321,8.22,8.26,5.1
2.14,Ideal,I,60.7,14267,8.4,8.34,5.08
2.14,Ideal,J,62.0,14802,8.28,8.31,5.15
2.14,Ideal,G,62.9,14359,8.18,8.14,5.13
2.14,Ideal,E,62.7,13065,8.26,8.21,5.16
2.14,Ideal,H,61.5,18528,8.36,8.29,5.12
2.14,Ideal,H,61.9,12400,8.34,8.28,5.14
2.13,Ideal,I,62.0,15718,8.25,8.27,5.12
2.13,Ideal,H,62.2,18275,8.2,8.27,5.12
2.13,Ideal,I,62.6,12356,8.21,8.14,5.12
2.13,Ideal,J,62.1,15258,8.23,8.29,5.13
2.13,Ideal,H,61.8,15288,8.21,8.25,5.09
2.13,Ideal,H,62.2,18442,8.27,8.2,5.12
2.12,Ideal,I,61.0,15647,8.28,8.31,5.06
2.12,Ideal,J,62.1,14503,8.17,8.25,5.1
2.12,Ideal,D,62.9,12707,8.17,8.14,5.13
2.12,Ideal,F,62.3,17730,8.19,8.22,5.11
2.12,Ideal,H,62.4,16466,8.19,8.16,5.1
2.12,Ideal,I,62.7,17068,8.16,8.24,5.14
2.12,Ideal,H,61.4,12284,8.28,8.24,5.07
2.12,Ideal,I,62.2,12284,8.21,8.14,5.08
2.11,Ideal,I,60.3,16512,8.29,8.22,4.98
2.11,Ideal,I,62.2,17712,8.2,8.26,5.12
2.11,Ideal,J,61.2,14638,8.33,8.3,5.09
2.11,Ideal,H,60.0,12226,8.43,8.35,5.03
2.11,Ideal,J,61.8,15766,8.2,8.23,5.07
2.11,Ideal,I,61.9,16723,8.28,8.22,5.11
2.11,Ideal,H,61.5,12179,8.3,8.25,5.09
2.11,Ideal,D,62.7,16404,8.25,8.18,5.14
2.11,Ideal,I,62.0,15282,8.23,8.18,5.09
2.11,Ideal,I,61.0,15486,8.37,8.29,5.08
2.1,Ideal,I,61.6,12168,8.24,8.15,5.05
2.1,Ideal,I,60.8,17250,8.24,8.35,5.04
2.1,Ideal,H,62.5,13403,8.21,8.18,5.12
2.1,Ideal,I,61.7,13182,8.21,8.13,5.04
2.1,Ideal,H,61.7,15035,8.3,8.19,5.09
2.1,Ideal,J,61.5,13462,8.21,8.16,5.03
2.1,Ideal,H,62.9,18648,8.19,8.12,5.13
2.1,Ideal,I,61.9,15653,8.22,8.2,5.08
2.1,Ideal,I,63.0,10457,8.18,8.15,5.12
2.1,Ideal,I,61.9,15511,8.2,8.22,5.08
2.1,Ideal,F,61.0,18124,8.22,8.2,5.01
2.1,Ideal,H,63.1,18462,8.17,8.13,5.14
2.1,Ideal,H,63.0,16629,8.13,8.08,5.11
2.1,Ideal,G,61.3,18312,8.19,8.25,5.04
2.09,Ideal,I,63.0,14838,8.13,8.09,5.11
2.09,Ideal,H,62.0,15589,8.15,8.2,5.07
2.09,Ideal,I,61.2,13807,8.19,8.27,5.04
2.09,Ideal,G,61.8,17051,8.24,8.17,5.07
2.09,Ideal,I,61.8,17114,8.15,8.22,5.06
2.09,Ideal,I,62.5,17999,8.13,8.17,5.1
2.09,Ideal,H,60.6,14383,8.34,8.29,5.04
2.09,Ideal,J,61.2,15172,8.31,8.22,5.06
2.09,Ideal,I,61.2,13933,8.27,8.19,5.04
2.09,Ideal,I,61.4,16704,8.23,8.27,5.06
2.09,Ideal,G,62.5,11119,8.21,8.14,5.11
2.09,Ideal,H,60.6,16703,8.3,8.2,5.0
2.08,Ideal,J,61.6,13038,8.15,8.22,5.04
2.08,Ideal,I,62.0,11886,8.21,8.1,5.06
2.08,Ideal,E,60.2,18128,8.28,8.32,5.0
2.08,Ideal,G,61.8,18124,8.22,8.18,5.07
2.08,Ideal,H,61.3,17469,8.24,8.27,5.06
2.08,Ideal,H,61.7,17469,8.13,8.21,5.04
2.08,Ideal,J,61.0,17986,8.32,8.25,5.05
2.08,Ideal,J,62.3,12179,8.23,8.17,5.11
2.08,Ideal,I,62.0,17916,8.16,8.18,5.06
2.08,Ideal,H,58.7,18760,8.36,8.4,4.92
2.08,Ideal,I,62.3,15132,8.16,8.22,5.1
2.08,Ideal,H,61.5,15065,8.26,8.2,5.06
2.07,Ideal,J,62.7,16769,8.17,8.12,5.11
2.07,Ideal,F,60.5,13373,8.28,8.21,4.99
2.07,Ideal,H,63.5,18198,8.12,8.09,5.14
2.07,Ideal,J,62.2,11500,8.2,8.16,5.09
2.07,Ideal,J,62.5,12778,8.18,8.08,5.08
2.07,Ideal,I,61.6,13879,8.16,8.18,5.04
2.07,Ideal,J,62.7,16617,8.12,8.17,5.11
2.07,Ideal,I,62.0,16337,8.22,8.12,5.07
2.07,Ideal,I,62.0,16189,8.12,8.22,5.07
2.07,Ideal,F,61.5,18344,8.23,8.28,5.08
2.07,Ideal,H,61.9,15475,8.15,8.23,5.07
2.07,Ideal,I,61.2,14857,8.12,8.23,5.0
2.07,Ideal,I,60.3,17045,8.23,8.28,4.98
2.07,Ideal,G,62.0,17095,8.23,8.13,5.07
2.07,Ideal,G,62.2,17614,8.16,8.21,5.09
2.07,Ideal,H,62.3,15036,8.1,8.14,5.06
2.07,Ideal,H,60.6,14935,8.38,8.3,5.05
2.07,Ideal,G,62.5,18804,8.2,8.13,5.11
2.06,Ideal,D,60.3,18371,8.29,8.25,4.99
2.06,Ideal,G,62.9,16235,8.13,8.04,5.08
2.06,Ideal,I,61.9,16626,8.17,8.19,5.06
2.06,Ideal,G,62.3,18293,8.16,8.09,5.06
2.06,Ideal,I,62.2,18779,8.15,8.19,5.08
2.06,Ideal,I,62.3,14428,8.2,8.12,5.09
2.06,Ideal,I,63.3,14505,8.09,8.14,5.13
2.06,Ideal,I,62.0,16960,8.12,8.17,5.05
2.06,Ideal,F,62.7,15970,8.19,8.09,5.1
2.06,Ideal,I,59.2,15691,8.39,8.29,4.94
2.06,Ideal,I,62.4,14120,8.1,8.14,5.07
2.06,Ideal,I,61.4,10728,8.22,8.18,5.03
2.06,Ideal,J,61.9,11234,8.19,8.23,5.08
2.06,Ideal,H,62.0,11040,8.1,8.06,5.01
2.06,Ideal,H,61.5,12119,8.23,8.18,5.04
2.06,Ideal,J,61.9,11337,8.23,8.19,5.08
2.05,Ideal,J,60.3,14037,8.17,8.24,4.95
2.05,Ideal,H,61.9,17006,8.09,8.14,5.02
2.05,Ideal,J,61.6,12654,8.18,8.11,5.02
2.05,Ideal,J,62.7,17214,8.18,8.11,5.11
2.05,Ideal,H,61.6,18659,8.2,8.14,5.03
2.05,Ideal,H,60.4,15857,8.21,8.27,4.98
2.05,Ideal,F,62.0,17957,8.12,8.19,5.06
2.05,Ideal,F,62.2,12743,8.19,8.12,5.07
2.05,Ideal,J,61.7,14111,8.16,8.24,5.05
2.05,Ideal,G,61.9,18787,8.1,8.16,5.03
2.05,Ideal,G,59.8,16446,8.22,8.31,4.94
2.05,Ideal,G,61.6,18181,8.16,8.11,5.01
2.05,Ideal,J,61.4,16793,8.16,8.13,5.0
2.05,Ideal,H,62.4,17294,8.14,8.08,5.06
2.05,Ideal,G,61.6,18017,8.11,8.16,5.01
2.05,Ideal,E,62.4,18193,8.17,8.09,5.08
2.05,Ideal,J,61.8,15450,8.12,8.16,5.03
2.04,Ideal,I,60.0,15308,8.3,8.26,4.97
2.04,Ideal,G,61.9,18153,8.12,8.16,5.04
2.04,Ideal,H,62.0,16319,8.18,8.23,5.09
2.04,Ideal,J,61.5,17327,8.11,8.14,5.0
2.04,Ideal,F,62.3,16261,8.05,8.13,5.04
2.04,Ideal,H,61.5,16800,8.15,8.18,5.02
2.04,Ideal,I,62.8,14775,8.09,8.02,5.06
2.04,Ideal,J,61.7,14130,8.11,8.17,5.02
2.04,Ideal,H,61.2,15874,8.19,8.25,5.03
2.04,Ideal,I,60.2,16718,8.19,8.26,4.95
2.04,Ideal,J,59.1,12554,8.29,8.24,4.88
2.04,Ideal,I,61.0,16718,8.18,8.21,5.0
2.04,Ideal,F,62.4,17049,8.07,8.14,5.06
2.04,Ideal,I,62.8,10282,8.11,8.07,5.08
2.04,Ideal,G,59.0,18663,8.32,8.37,4.92
2.04,Ideal,J,62.6,12696,8.08,8.12,5.07
2.03,Ideal,J,62.1,13880,8.15,8.08,5.04
2.03,Ideal,F,61.4,18535,8.12,8.16,5.0
2.03,Ideal,H,61.9,11379,8.14,8.1,5.03
2.03,Ideal,I,60.8,13398,8.12,8.2,4.96
2.03,Ideal,I,62.7,16945,8.05,8.02,5.04
2.03,Ideal,J,63.2,11951,7.99,8.03,5.06
2.03,Ideal,H,61.8,15143,8.1,8.15,5.02
2.03,Ideal,H,60.8,17864,8.18,8.24,4.99
2.03,Ideal,H,61.6,16642,8.18,8.12,5.02
2.03,Ideal,J,62.5,14579,8.14,8.08,5.06
2.03,Ideal,I,62.9,11472,8.11,8.04,5.08
2.03,Ideal,G,60.0,18757,8.17,8.3,4.95
2.03,Ideal,I,60.0,13182,8.32,8.2,4.96
2.03,Ideal,I,62.6,14548,8.06,8.11,5.06
2.03,Ideal,G,62.0,14637,8.1,8.05,5.01
2.03,Ideal,F,61.6,18578,8.19,8.14,5.03
2.03,Ideal,F,63.3,18458,7.96,8.05,5.08
2.03,Ideal,G,62.6,15717,8.15,8.1,5.08
2.03,Ideal,I,61.1,11172,8.22,8.17,5.01
2.03,Ideal,G,60.3,16224,8.27,8.21,4.97
2.03,Ideal,I,62.7,16792,8.02,8.05,5.04
2.03,Ideal,J,62.6,13357,8.06,8.1,5.06
2.03,Ideal,I,59.9,15826,8.17,8.27,4.92
2.03,Ideal,G,61.5,12154,8.15,8.07,4.99
2.03,Ideal,I,61.8,15272,8.07,8.14,5.01
2.03,Ideal,H,60.8,18026,8.24,8.18,4.99
2.03,Ideal,E,62.3,14308,8.11,8.09,5.05
2.03,Ideal,G,62.5,16505,8.1,8.05,5.05
2.03,Ideal,I,61.5,14061,8.22,8.2,5.05
2.03,Ideal,I,62.9,15291,8.06,8.02,5.06
2.03,Ideal,G,61.1,17182,8.16,8.21,5.0
2.03,Ideal,H,62.9,16900,8.07,7.99,5.05
2.03,Ideal,H,64.4,16900,7.97,7.92,5.12
2.03,Ideal,F,62.4,12677,8.09,8.02,5.03
2.03,Ideal,G,63.0,12618,8.04,7.99,5.05
2.03,Ideal,J,60.5,14083,8.26,8.2,4.98
2.03,Ideal,J,62.1,12716,8.06,8.12,5.02
2.03,Ideal,G,62.2,12573,8.09,8.06,5.03
2.02,Ideal,J,59.8,12713,8.21,8.16,4.9
2.02,Ideal,G,62.0,18296,8.16,8.1,5.04
2.02,Ideal,G,61.7,17265,8.15,8.1,5.01
2.02,Ideal,I,62.1,18324,8.13,8.09,5.04
2.02,Ideal,J,61.8,16397,8.06,8.13,5.0
2.02,Ideal,J,62.2,12736,8.11,8.18,5.07
2.02,Ideal,H,62.7,15785,8.05,8.0,5.03
2.02,Ideal,G,61.7,18077,8.14,8.04,4.99
2.02,Ideal,J,61.8,14766,8.11,8.14,5.02
2.02,Ideal,I,62.3,15785,8.07,8.11,5.04
2.02,Ideal,F,61.3,16290,8.11,8.16,4.99
2.02,Ideal,H,62.5,17245,8.07,8.1,5.05
2.02,Ideal,G,63.5,15814,7.96,8.02,5.07
2.02,Ideal,H,62.1,10826,8.13,8.09,5.04
2.02,Ideal,H,62.4,17141,8.07,8.03,5.02
2.02,Ideal,H,62.4,12680,8.14,8.04,5.06
2.02,Ideal,I,62.2,10412,8.06,7.99,4.99
2.02,Ideal,I,61.5,16018,8.19,8.11,5.01
2.02,Ideal,I,61.8,16560,8.07,8.09,4.99
2.02,Ideal,J,62.7,11314,8.03,8.07,5.05
2.02,Ideal,F,62.7,13453,8.07,7.93,5.03
2.02,Ideal,H,61.6,18050,8.17,8.12,5.02
2.02,Ideal,G,62.0,18700,8.1,8.05,5.01
2.02,Ideal,I,62.3,17936,8.02,8.06,5.01
2.02,Ideal,J,62.4,12591,8.03,8.19,5.06
2.02,Ideal,I,61.9,15942,8.07,8.18,5.03
2.02,Ideal,H,60.8,11715,8.21,8.14,4.97
2.02,Ideal,I,61.7,13109,8.05,8.12,4.99
2.02,Ideal,I,62.6,10181,8.05,8.01,5.03
2.02,Ideal,J,62.2,13132,8.06,8.11,5.03
2.02,Ideal,H,62.3,16665,8.04,8.14,5.04
2.02,Ideal,H,62.3,12332,8.11,8.06,5.04
2.02,Ideal,I,60.9,14027,8.08,8.14,4.94
2.02,Ideal,I,62.3,10577,8.1,8.06,5.03
2.02,Ideal,H,61.7,17882,8.14,8.08,5.0
2.02,Ideal,H,63.0,15974,8.01,8.06,5.06
2.02,Ideal,H,62.6,14182,8.01,7.97,5.0
2.02,Ideal,J,62.7,12884,8.03,8.08,5.05
2.02,Ideal,H,62.1,12485,8.13,8.09,5.04
2.02,Ideal,F,62.2,16256,8.07,8.03,5.01
2.02,Ideal,J,62.0,12832,8.06,8.13,5.02
2.02,Ideal,J,61.9,15231,8.06,8.1,5.0
2.02,Ideal,I,62.4,16128,8.07,8.11,5.05
2.02,Ideal,H,62.0,17392,8.06,8.13,5.02
2.02,Ideal,I,61.7,13229,8.12,8.05,4.99
2.02,Ideal,I,62.2,16704,8.1,8.04,5.02
2.01,Ideal,H,61.9,14167,8.09,8.06,5.0
2.01,Ideal,E,62.2,17688,8.04,8.09,5.02
2.01,Ideal,H,65.1,16733,7.91,7.84,5.12
2.01,Ideal,G,62.8,15841,8.07,8.02,5.05
2.01,Ideal,J,62.7,12209,8.08,8.03,5.05
2.01,Ideal,H,61.9,17892,8.09,8.07,5.0
2.01,Ideal,H,61.9,14040,8.09,8.06,5.0
2.01,Ideal,I,62.3,13796,8.06,8.08,5.03
2.01,Ideal,F,61.3,17798,8.05,8.1,4.95
2.01,Ideal,H,62.9,17838,8.01,7.96,5.02
2.01,Ideal,H,62.8,14364,8.04,7.95,5.02
2.01,Ideal,G,63.0,18172,8.0,7.93,5.02
2.01,Ideal,F,62.3,15955,8.03,8.01,5.0
2.01,Ideal,F,61.6,18183,8.08,8.02,4.97
2.01,Ideal,H,62.8,18186,8.03,8.08,5.05
2.01,Ideal,E,62.2,17849,8.09,8.04,5.02
2.01,Ideal,I,61.5,14103,8.1,8.16,5.0
2.01,Ideal,F,61.7,18394,8.12,8.16,5.02
2.01,Ideal,H,61.9,17983,8.15,8.05,5.01
2.01,Ideal,F,61.9,18395,8.1,8.05,5.0
2.01,Ideal,I,62.3,14540,8.06,8.02,5.01
2.01,Ideal,I,61.9,14558,8.16,8.08,5.03
2.01,Ideal,G,61.0,16922,8.01,8.13,4.92
2.01,Ideal,H,62.2,18252,8.03,8.05,5.0
2.01,Ideal,G,61.7,18259,8.13,8.1,5.01
2.01,Ideal,I,62.5,13777,8.12,8.08,5.06
2.01,Ideal,H,62.1,18295,8.12,8.07,5.03
2.01,Ideal,I,64.8,16287,7.92,7.82,5.1
2.01,Ideal,I,62.5,15140,8.08,8.01,5.03
2.01,Ideal,J,62.1,12048,8.08,8.03,5.0
2.01,Ideal,I,62.2,15116,8.12,8.06,5.03
2.01,Ideal,H,60.6,17383,8.19,8.09,4.92
2.01,Ideal,F,62.9,13201,8.05,7.9,5.02
2.01,Ideal,H,61.9,17403,8.14,8.05,5.01
2.01,Ideal,H,59.3,17403,8.25,8.19,4.87
2.01,Ideal,G,61.5,11602,8.15,8.11,5.0
2.01,Ideal,H,60.1,15562,8.24,8.2,4.94
2.01,Ideal,H,62.5,14998,8.04,8.07,5.04
2.01,Ideal,H,63.0,15395,8.03,7.97,5.04
2.01,Ideal,I,59.9,17126,8.27,8.2,4.93
2.01,Ideal,I,61.4,16562,8.13,8.19,5.01
2.01,Ideal,I,62.4,12617,8.04,7.96,5.0
2.01,Ideal,J,62.9,11011,8.06,7.93,5.05
2.01,Ideal,J,62.9,12565,8.03,8.07,5.06
2.01,Ideal,I,62.5,17068,8.08,8.02,5.03
2.01,Ideal,F,62.2,17078,8.05,8.08,5.02
2.01,Ideal,I,62.9,12606,8.07,8.0,5.05
2.01,Ideal,J,62.3,12607,8.05,7.99,5.0
2.01,Ideal,I,61.4,17227,8.06,8.13,4.97
2.01,Ideal,G,61.6,12829,8.08,8.0,4.95
2.01,Ideal,F,60.0,17220,8.17,8.22,4.92
2.01,Ideal,J,60.9,16319,8.14,8.18,4.97
2.01,Ideal,J,62.1,12814,8.06,8.13,5.03
2.01,Ideal,I,62.9,12717,8.05,7.98,5.04
2.01,Ideal,H,62.3,12762,8.1,8.04,5.03
2.01,Ideal,I,60.7,17197,8.21,8.17,4.97
2.01,Ideal,H,61.6,17403,8.1,8.04,4.97
2.01,Ideal,J,62.8,9725,8.02,7.97,5.02
2.01,Ideal,J,60.8,13253,8.15,8.13,4.95
2.01,Ideal,G,62.1,18736,8.07,8.09,5.02
2.01,Ideal,H,61.5,14837,8.11,8.06,4.97
2.01,Ideal,I,62.8,10389,8.04,7.98,5.03
2.01,Ideal,D,62.1,18674,8.02,8.11,5.01
2.01,Ideal,G,62.2,18741,8.02,7.97,4.97
2.01,Ideal,G,61.9,17555,8.0,8.08,4.98
2.01,Ideal,G,59.2,17492,8.23,8.19,4.86
2.01,Ideal,I,62.5,17523,8.0,7.96,4.99
2.01,Ideal,I,62.1,12349,8.12,8.08,5.03
2.01,Ideal,G,63.0,13498,7.98,7.9,5.0
2.01,Ideal,I,64.8,15729,7.91,7.87,5.12
